,tpEurope_cluster1,tpEurope_cluster2,tpEurope_cluster3,tpEurope_cluster4,tpEurope_cluster5
1950-01-19,-5.947470879010455e-05,-0.00014457781963677095,0.0004976210199017176,-2.0086226550909716e-05,-0.0002404827171400763
1950-01-20,-7.135463129939928e-05,-5.079341509117056e-05,0.00020186080708053624,4.128398378957864e-06,-0.00028076228095856614
1950-01-21,-7.105119399906321e-05,1.3315854618253485e-05,-7.360440085212699e-05,2.0706661044965807e-05,-0.00025043601132255166
1950-01-22,-7.274318286083802e-05,2.123950395223008e-06,-9.380757934990395e-05,1.7247881533911788e-05,-4.376403392738824e-05
1950-01-23,-7.664541582252013e-05,-0.00013388588548602867,2.9111218579359026e-05,-2.1845534952271156e-06,-7.308043298424218e-05
1950-01-24,-8.123205257390653e-05,-1.935327443245064e-05,0.00021457859709167172,5.633599775320985e-06,-7.041422499548872e-05
1950-01-25,-7.719056116822048e-05,4.033130187353459e-05,4.213447694075608e-05,-1.661043997595492e-05,-0.00023583014656870677
1950-01-26,-7.390300281928287e-05,-4.686647732640054e-05,-4.049304728400724e-05,-3.6725488364588364e-05,5.7859352609575215e-05
1950-01-27,-7.571449790057164e-05,0.00012144660017033562,2.5995512191286225e-05,-2.0135642036974664e-05,5.880206131989866e-05
1950-01-28,-7.332258583916945e-05,8.544914726898775e-05,0.00018206525631488712,-1.3418373940366908e-05,0.00014924415166955092
1950-01-29,-7.180034022568569e-05,-3.196432691188509e-05,0.0002048116788435925,-3.118953026432652e-05,0.00020576925694331782
1950-01-30,-5.1575609813673184e-05,9.44049246096902e-05,4.212454855961359e-05,-3.029595109178917e-05,0.00012485313182393105
1950-01-31,-1.5304147382373895e-05,0.00017641671258649216,-7.809538715664693e-05,-1.6687756442125775e-06,1.1026222098178445e-05
1950-02-01,2.1547402866646543e-05,0.0001134392446156851,-0.0001107982934228664,-2.319852228261033e-05,0.0003826369280607055
