,t2mEurope_cluster1,t2mEurope_cluster2,t2mEurope_cluster3,t2mEurope_cluster4,t2mEurope_cluster5
1950-02-01,-4.330608053502036,-10.726010276691603,-3.4904440012465443,0.752413066131227,1.8411420035734347
1950-02-02,-3.2130887668048262,-11.35652877680744,-3.9062345340021944,-0.737911426450925,2.2452341879487077
1950-02-03,-2.4148524152907047,-11.709600701022602,-4.181312719634228,-9.624635613351229,1.6038790712936295
1950-02-04,-1.2840010051396225,-13.967824402217007,-5.428394825915261,-9.270938055519402,3.820001101848392
1950-02-05,-0.6025288323199759,-12.66780043001833,-5.896622529478207,-2.3386042147691564,4.813436264745665
1950-02-06,1.7818934406638025,-9.149617859437189,-5.314117666966725,2.1634170531085326,5.171573410431343
1950-02-07,1.4555882874520316,-3.4762626226636373,-4.980033742709041,4.7565569450566985,4.852275557397202
1950-02-08,1.090094342394098,1.9213858864505633,-4.5004129707894185,10.572996868223678,3.440220345558109
1950-02-09,0.47738452736313336,3.3205721016326732,-3.66892385167997,11.124370380895312,2.2881571998683543
1950-02-10,2.466502808564933,2.969530694485548,-2.8208660647222286,9.349912733389957,0.5063183735622517
1950-02-11,3.6449646134919695,3.6193468796752453,-1.962954367311237,8.760011972987295,0.24456837774387502
1950-02-12,2.1948828673609597,5.166976659436243,-1.3424084207836378,9.50761756794273,-1.313225010269794
1950-02-13,2.33705512449627,5.475931971023582,-1.1243166528879351,5.016498209589368,-3.6422863029535626
1950-02-14,1.6976842857322063,5.7235698675322215,-1.322149690710538,5.39745222239063,-5.147794626376196
1950-02-15,1.6333681382469298,5.029334495188797,-2.095200023643858,4.929180844281983,-6.991430273057996
1950-02-16,5.071527717312425,3.5457479894170825,-2.115362277559505,-5.922959756000527,-6.776770701485668
1950-02-17,5.850762144066742,2.752559000232678,-1.416148935788505,-8.451249418288288,-4.580691505975332
1950-02-18,5.150385559475956,3.9522805187032297,-1.1413133010620402,-6.7390804003748,-1.3635526847642574
1950-02-19,3.9970777621396048,3.874581124146188,-0.6898681836624657,-8.670270286948359,0.8887771934580077
1950-02-20,4.093603323322535,0.7263746404903245,-0.027494853049177714,-5.222132051964708,2.353251240680812
